epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,6933.29,0.55639,0.32778,0.82315,0.99422,1,0.995,0.87865,0.39509,0.23149,0.77574,9.36017e-05,9.36017e-05,9.36017e-05
187,6956.01,0.55309,0.3276,0.81571,0.99423,1,0.995,0.87697,0.40084,0.2321,0.77539,8.81023e-05,8.81023e-05,8.81023e-05
188,6978.74,0.55619,0.3199,0.82307,0.99419,1,0.995,0.87635,0.41197,0.23795,0.77608,8.26028e-05,8.26028e-05,8.26028e-05
189,7003.9,0.54546,0.31369,0.81982,0.99301,1,0.99497,0.87711,0.40829,0.23334,0.77534,7.71034e-05,7.71034e-05,7.71034e-05
190,7030,0.55268,0.31056,0.81659,0.99269,1,0.99497,0.88382,0.40638,0.23191,0.77461,7.1604e-05,7.1604e-05,7.1604e-05
191,7068.67,0.56932,0.30793,0.79815,0.99285,1,0.99494,0.86944,0.42723,0.24276,0.77501,6.61045e-05,6.61045e-05,6.61045e-05
192,7088.37,0.55984,0.29599,0.79282,0.99432,0.99634,0.99497,0.87199,0.43308,0.2453,0.77694,6.06051e-05,6.06051e-05,6.06051e-05
193,7119.59,0.5408,0.28684,0.78626,0.99584,0.996,0.99491,0.86373,0.45265,0.24934,0.77923,5.51056e-05,5.51056e-05,5.51056e-05
194,7162.72,0.53202,0.29667,0.78205,0.99178,1,0.99497,0.87806,0.41647,0.23767,0.77574,4.96062e-05,4.96062e-05,4.96062e-05
195,7200.62,0.53447,0.29198,0.78356,0.99423,1,0.99497,0.88157,0.41389,0.23437,0.77408,4.41067e-05,4.41067e-05,4.41067e-05
196,7240.31,0.53412,0.28222,0.78344,0.99242,1,0.99497,0.87998,0.41446,0.2304,0.77473,3.86073e-05,3.86073e-05,3.86073e-05
197,7283.35,0.55145,0.28789,0.78675,0.99263,1,0.99497,0.88119,0.41123,0.23452,0.77379,3.31078e-05,3.31078e-05,3.31078e-05
198,7319.7,0.54399,0.29096,0.78832,0.99458,1,0.995,0.88374,0.40652,0.23583,0.77473,2.76084e-05,2.76084e-05,2.76084e-05
199,7361.1,0.53545,0.28133,0.78118,0.99471,1,0.995,0.87889,0.41645,0.23504,0.77641,2.21089e-05,2.21089e-05,2.21089e-05
200,7410.45,0.50452,0.27011,0.78409,0.99467,1,0.995,0.8782,0.4081,0.23624,0.77541,1.66095e-05,1.66095e-05,1.66095e-05
